13
2 3
7	22	478
77	73	710
67	92	25
31	48	928
77	75	356
5	9	4
73	59	796
4	85	268
0	54	334
93	10	255
76	95	709
71	34	479
89	12	694
77	78	888
50	71	198
18	97	626
22	33	683
68	17	15
22	25	559
86	48	871
24	23	889
11	42	996
35	61	44
46	26	568
24	95	15
96	90	643
23	95	725
93	78	410
93	45	842
11	0	358
75	31	731
3	90	932
72	5	111
84	52	990
20	21	426
34	66	838
37	77	468
35	59	817
67	38	631
35	94	371
81	49	29
40	24	496
43	56	464
32	51	296
74	8	110
96	75	627
58	34	650
68	33	57
7	50	212
52	1	934
2	52	106
40	98	181
76	31	468
64	33	565
45	95	366
73	84	43
30	71	875
67	24	691
88	2	261
33	66	500
50	49	336
4	26	98
52	69	106
33	36	566
60	2	157
11	52	757
96	51	735
87	62	868
40	51	87
12	33	213
41	48	610
42	17	749
51	49	810
73	6	660
10	3	650
46	49	25
6	74	618
14	87	754
91	14	581
18	77	588
82	17	450
29	43	722
37	39	510
78	18	620
67	5	777
21	27	930
45	67	898
39	84	592
46	57	150
18	78	750
2	38	355
13	18	353
75	3	693
50	95	946
73	94	544
83	56	122
7	27	648
76	90	348
68	24	41
2	42	796
21	57	480
97	95	607
66	70	527
99	59	644
15	62	98
38	17	84
58	0	52
57	78	801
83	64	814
58	11	369
63	47	675
88	28	835
47	57	914
45	58	257
56	23	57
76	98	730
57	51	135
29	28	580
42	96	528
65	10	308
38	10	546
70	51	192
58	40	643
81	27	376
48	6	633
22	33	863
46	11	77
78	16	357
11	82	596
60	51	835
35	5	447
11	14	251
32	90	237
10	18	386
60	22	286
28	75	881
9	66	469
56	99	192
62	71	919
72	15	403
91	80	125
19	89	122
41	20	570
8	48	294
9	88	449
15	79	1000
93	12	137
40	51	537
70	79	964
26	73	434
79	29	829
80	27	569
15	16	715
49	94	764
58	70	673
66	75	877
88	32	174
84	97	123
91	26	106
91	63	40
93	70	153
34	97	659
91	53	417
51	35	584
64	36	306
51	8	42
88	98	392
68	61	122
98	24	209
88	70	517
46	53	382
16	81	782
39	92	13
29	41	477
5	92	255
67	12	344
14	18	347
82	50	842
56	39	387
95	60	973
44	51	983
89	67	222
75	5	552
28	39	930
13	43	750
45	16	731
96	91	186
88	9	107
81	81	399
67	4	263
48	33	66
93	41	355
2	19	210
57	30	208
83	99	109
34	30	719
22	90	927
58	11	623
79	68	219
14	18	874
54	74	150
21	8	18
62	9	952
39	58	158
8	3	366
77	46	912
15	90	782
82	69	874
43	87	80
26	80	513
35	71	823
20	19	412
67	43	718
51	30	745
28	39	272
24	16	557
26	20	457
85	81	618
87	59	203
62	75	927
17	5	259
21	16	222
16	76	185
45	27	298
7	26	51
50	17	524
64	91	539
91	51	731
85	19	163
66	47	285
83	27	392
95	67	429
37	34	872
18	75	57
66	78	620
21	61	98
78	96	223
16	42	827
73	95	218
43	89	125
14	41	548
91	49	760
1	0	683
60	78	799
78	21	442
3	63	259
38	34	141
50	8	207
94	43	260
54	99	204
87	72	133
68	72	887
91	79	576
23	69	379
31	48	543
40	17	509
15	53	54
34	32	778
78	47	289
17	46	246
9	93	539
17	4	756
58	27	248
23	48	830
42	86	164
8	60	661
35	91	464
89	35	760
2	0	692
97	12	312
73	25	104
0	72	784
88	38	71
50	72	318
72	99	968
47	45	624
87	57	835
68	82	485
17	92	632
91	77	860
37	82	943
94	12	299
36	41	870
35	40	788
15	66	465
89	95	179
68	7	143
24	49	910
86	77	228
81	42	276
24	59	744
74	74	175
14	57	998
54	52	391
11	9	663
0	96	151
40	96	148
71	44	389
59	6	620
77	28	500
81	39	347
97	44	64
28	10	567
83	74	110
77	26	745
50	34	726
11	97	472
66	89	75
55	49	713
45	57	335
3	83	85
73	58	265
8	92	332
54	72	333
14	7	858
4	88	578
94	39	422
1	28	804
56	35	793
65	15	191
48	53	628
21	48	435
27	63	744
97	38	716
45	51	874
94	9	294
86	2	479
57	12	338
60	40	19
73	63	742
43	63	902
93	56	815
84	0	202
22	32	770
16	16	717
35	98	307
54	63	596
18	61	816
8	30	130
66	98	147
1	91	865
35	41	833
19	69	69
59	58	666
76	66	170
40	99	631
60	29	813
49	4	967
73	75	990
31	32	574
8	65	800
2	17	540
26	18	524
40	88	168
28	76	808
90	65	490
98	21	539
58	83	680
65	1	450
16	63	609
32	96	629
84	54	762
11	76	549
80	74	584
20	26	973
2	37	691
54	64	668
88	25	164
0	72	759
1	4	298
74	38	316
16	10	664
81	27	166
78	25	996
81	31	166
92	19	786
40	88	578
85	19	900
16	98	700
54	19	529
71	0	164
27	83	786
4	56	976
57	83	796
34	90	86
48	24	388
0	79	658
66	54	200
27	18	592
9	28	806
44	83	1000
84	85	300
82	75	444
86	49	955
9	36	294
12	45	160
39	97	530
99	15	281
24	9	708
43	39	139
80	51	20
61	54	873
2	58	135
70	13	679
44	22	622
25	7	514
39	46	397
43	40	262
15	23	474
73	12	503
67	98	301
13	42	32
19	20	586
8	26	782
66	68	520
18	45	109
60	67	220
89	97	153
11	88	739
46	17	428
68	76	462
66	16	855
47	98	56
48	4	75
64	24	764
17	99	490
23	93	76
42	42	428
88	78	535
51	4	741
39	73	597
73	76	563
43	7	419
15	72	643
11	85	817
11	16	320
96	40	473
15	81	294
88	12	435
45	22	947
0	88	807
49	61	825
51	76	217
26	58	488
80	61	82
90	77	578
95	48	823
55	64	558
93	9	552
13	39	191
49	36	968
84	33	541
60	38	612
56	29	916
80	10	752
53	54	527
57	52	480
16	26	473
0	97	374
33	71	509
88	53	787
80	69	547
15	2	475
10	50	757
79	64	455
93	59	494
15	14	956
34	21	525
13	80	545
61	44	990
44	5	643
39	47	157
42	56	706
99	44	541
33	14	293
59	16	156
81	50	299
33	41	176
26	42	321
20	39	166
70	80	108
49	5	643
53	13	418
52	60	922
74	12	448
83	60	940
66	87	9
42	53	540
68	88	991
9	95	116
42	39	565
9	16	378
52	30	586
20	47	446
24	10	943
49	59	175
5	45	127
52	94	43
49	76	320
99	63	512
19	38	394
3	13	201
44	52	655
79	13	815
63	99	52
30	61	208
36	62	539
99	5	872
88	73	271
59	73	577
12	14	509
73	82	319
63	38	889
73	39	995
86	68	81
48	28	232
59	62	237
14	77	854
17	81	420
69	38	468
88	54	949
70	9	452
24	84	349
86	43	273
84	77	95
47	20	940
72	71	965
47	74	24
87	30	893
70	71	322
98	91	291
84	92	344
15	31	520
7	92	180
88	47	871
26	61	520
46	59	142
94	18	361
19	70	213
27	34	842
44	68	348
28	46	852
83	43	242
31	55	403
84	81	544
30	63	685
31	74	23
4	21	500
0	95	169
5	37	107
9	25	111
4	81	664
61	66	466
23	8	716
84	34	564
20	98	835
23	33	823
83	49	850
24	64	141
14	12	607
55	7	767
44	81	467
43	5	735
6	19	751
7	87	895
89	29	547
91	39	507
50	61	13
64	13	25
33	97	286
1	35	312
3	15	51
81	28	520
79	87	487
15	4	861
22	78	668
50	18	549
34	88	841
27	32	321
62	32	635
81	12	837
65	79	706
6	47	296
91	74	467
50	38	521
12	0	554
8	37	348
1	20	509
85	86	894
53	60	653
76	16	533
63	0	247
21	81	172
45	28	891
65	6	350
19	12	268
28	25	152
84	57	400
24	46	299
90	44	240
97	44	869
65	24	16
68	31	776
62	4	520
18	74	121
4	17	52
89	83	406
25	18	349
87	79	641
86	6	108
35	42	618
64	33	675
48	57	18
58	90	867
78	54	679
79	84	841
25	44	519
48	12	701
74	94	859
73	17	712
99	16	657
29	27	774
70	59	418
21	99	436
33	51	649
27	74	653
76	98	936
36	32	981
12	24	701
53	83	172
49	48	41
34	31	132
34	89	902
5	65	832
96	4	54
51	77	956
71	3	296
84	84	107
41	31	85
32	22	657
19	91	568
50	79	149
59	81	847
65	18	238
16	48	436
58	30	360
49	72	856
14	72	754
54	73	855
33	15	260
47	43	367
2	90	307
23	36	186
0	52	612
71	6	226
12	13	286
89	8	844
97	90	670
1	82	893
35	76	706
74	13	71
38	21	524
65	41	227
21	50	837
63	67	330
63	83	963
88	64	553
64	54	90
57	9	407
25	27	805
73	69	551
1	85	498
10	70	741
16	94	719
50	15	211
89	84	713
39	28	585
56	82	703
73	80	136
63	46	913
27	4	747
89	17	304
47	24	938
44	19	950
57	11	974
56	77	36
87	89	4
51	91	100
84	39	28
42	59	881
16	69	884
5	40	818
11	52	746
5	31	430
30	7	657
66	43	340
48	98	533
0	34	545
20	24	701
80	27	824
23	97	237
52	90	511
22	63	230
71	85	726
63	64	74
74	62	49
83	95	265
9	81	521
75	23	267
3	8	192
30	2	484
99	42	129
93	30	874
57	35	11
40	29	43
9	91	772
47	4	434
89	8	293
36	43	638
50	63	606
46	87	533
20	81	738
37	72	900
59	4	877
0	80	819
21	34	176
2	57	379
0	85	725
26	62	624
41	94	681
83	56	318
33	38	281
59	5	448
58	59	880
95	98	291
65	21	586
16	13	954
57	73	576
50	62	395
77	99	907
48	73	790
79	30	949
73	47	736
56	90	240
90	73	625
23	64	31
40	50	244
10	97	876
42	41	839
54	56	245
2	66	236
90	73	334
9	13	578
13	92	405
14	7	728
56	87	39
25	96	510
84	85	842
36	44	773
30	64	979
7	73	528
7	33	125
25	28	733
12	9	717
91	13	916
46	65	855
95	16	438
0	60	966
3	39	32
83	12	654
38	42	855
80	50	788
71	63	163
75	74	538
48	56	352
66	97	419
9	78	349
93	7	799
88	20	135
96	61	563
39	51	423
13	67	2
37	97	656
16	55	771
38	8	938
44	39	351
35	9	192
19	19	376
71	42	319
99	23	897
13	44	320
70	62	475
39	54	301
32	62	888
4	0	201
92	52	933
46	36	938
48	79	179
97	77	723
55	19	818
31	68	696
78	32	117
32	18	745
44	32	739
55	78	304
12	44	720
69	59	627
23	90	398
44	15	48
11	97	292
39	56	7
25	7	38
78	55	263
57	43	304
29	53	932
19	93	144
83	61	281
73	86	147
37	81	648
59	62	476
76	82	869
26	67	277
30	60	419
78	56	969
68	97	727
21	90	630
60	17	701
72	82	318
73	95	950
47	13	934
33	75	677
57	26	814
50	53	790
26	88	668
15	40	197
32	31	688
71	13	692
93	96	610
75	87	154
5	23	970
56	38	442
55	18	436
60	22	517
69	79	890
98	27	680
50	97	179
60	84	220
4	40	831
87	61	83
3	57	335
2	93	123
88	97	538
4	92	920
4	26	237
46	46	788
84	93	74
99	74	577
42	44	678
32	70	234
23	67	790
92	32	937
34	18	635
7	75	578
88	53	669
29	31	676
1	83	20
18	53	341
6	5	234
35	67	860
46	34	259
45	94	525
87	24	47
91	66	643
34	41	885
15	95	920
41	89	564
52	48	822
5	13	642
12	82	568
15	18	49
42	54	399
35	83	369
43	48	763
65	29	855
75	41	881
85	43	984
56	31	284
13	76	730
70	26	277
57	44	524
86	89	553
23	22	456
64	73	525
11	60	198
50	77	893
84	89	252
19	84	835
17	28	920
68	29	173
15	80	264
80	96	650
97	58	454
44	23	638
90	97	95
61	48	740
4	44	879
98	61	332
40	22	382
27	41	351
87	69	393
72	24	868
84	6	430
62	92	242
22	86	570
12	11	539
78	61	340
68	65	762
12	71	871
37	18	550
87	11	314
65	49	182
49	75	469
19	54	148
3	3	538
88	7	55
73	13	356
76	10	447
98	11	605
25	73	138
7	91	620
65	30	395
33	41	902
55	73	116
3	9	551
84	20	273
88	4	600
19	64	425
55	38	252
10	10	375
89	78	998
12	28	547
28	63	538
44	11	681
43	89	484
42	60	62
27	89	771
95	21	825
40	37	178
4	35	732
50	44	251
85	98	108
60	44	841
83	41	374
21	24	359
33	47	114
57	73	770
26	71	722
59	8	649
66	55	906
80	68	869
34	1	650
6	49	606
70	46	917
88	79	987
34	44	721
35	47	252
30	66	633
13	13	40
35	97	390
57	18	963
27	62	853
3	98	935
41	97	737
86	53	967
26	52	2
84	43	88
11	44	568
56	61	731
9	29	658
80	34	113
93	61	725
11	67	53
90	26	336
2	80	235
47	1	388
35	41	850
91	67	943
3	71	545
3	62	744
89	71	154
31	78	916
45	81	188
19	22	27
10	69	778
25	54	957
57	5	923
82	79	310
39	47	324
31	94	154
29	93	413
93	95	41
22	21	897
49	86	344
86	99	598
26	15	984
63	68	672
29	46	467
28	2	581
27	31	529
69	47	959
97	41	794
20	38	871
43	56	995
2	59	407
71	0	909
18	43	70
12	47	885
25	83	457
77	74	367
46	56	855
84	52	461
76	11	504
13	98	391
96	48	958
17	20	527
30	56	595
89	50	897
16	94	107
16	83	881
66	42	607
32	1	877
13	15	142
3	36	504
77	76	366
27	38	694
97	14	171
82	16	678
17	35	657
45	24	848
13	53	980
5	7	600
83	41	337
84	92	423
43	57	277
16	93	69
93	27	670
86	38	261
30	7	812
17	72	528
14	64	729
58	17	256
44	11	226
94	14	366
90	83	119
89	91	275
11	52	806
78	37	464
1	97	271
69	15	495
42	36	212
29	69	630
53	51	799
54	93	236
28	59	228
17	80	270
91	19	538
92	93	280
92	90	362
27	39	657
19	41	577
62	54	696
57	56	760
24	46	573
42	72	337
24	83	498
69	43	710
95	97	112
16	35	123
18	30	555
85	80	82
94	71	791
71	0	724
14	20	565
86	87	488
29	59	560
35	42	852
38	23	452
50	48	220
62	96	896
24	62	873
85	14	703
14	52	739
60	21	424
97	95	263
13	30	453
91	0	782
35	30	735
58	87	381
12	89	775
82	99	556
48	36	914
25	87	422
94	24	609
13	91	359
63	20	9
64	20	107
83	98	384
86	6	853
18	31	534
50	85	504
53	52	347
31	25	923
26	96	366
81	94	679
63	38	933
46	79	978
39	25	939
10	83	980
45	57	383
78	18	437
49	5	74
75	76	158
87	87	703
15	45	743
30	7	554
16	16	767
95	85	487
83	49	706
38	57	780
6	23	966
42	63	538
68	0	725
47	55	199
48	32	71
17	79	391
65	42	425
98	85	984
93	34	772
14	0	101
8	72	849
38	16	80
32	79	900
84	43	10
2	71	725
19	89	988
8	40	982
65	28	902
73	79	897
99	63	87
56	67	412
99	23	77
37	55	964
22	59	966
84	52	393
41	93	845
37	69	676
61	61	335
92	3	492
38	87	132
6	7	108
65	80	970
56	83	338
70	8	229
8	94	317
6	48	899
86	29	667
95	36	521
42	44	553
79	79	726
42	17	586
45	7	659
71	59	641
60	18	922
44	12	442
6	44	966
13	45	360
62	60	151
31	91	675
68	75	474
21	69	696
81	59	682
72	9	947
55	49	963
79	95	913
40	84	667
72	98	206
57	7	245
33	50	446
24	57	334
33	2	288
30	12	621
32	31	829
43	30	274
66	95	458
34	8	848
97	3	68
46	13	29
21	74	7
77	54	795
44	99	226
52	71	432
20	69	518
83	47	916
87	58	11
2	80	431
62	99	751
60	84	959
26	90	716
69	45	63
48	56	122
25	33	587
22	19	861
57	21	600
46	1	990
39	73	787
20	24	558
34	7	929
67	23	231
30	84	798
45	86	467
93	76	657
32	8	166
8	91	867
80	12	606
86	87	427
53	47	51
76	67	704
19	9	437
18	3	826
52	70	551
90	40	606
56	76	532
52	92	134
15	97	667
75	6	785
40	34	268
42	98	464
3	82	195
34	23	763
98	58	155
74	26	497
73	96	418
24	99	225
3	77	83
39	55	774
7	20	3
76	93	927
59	50	702
8	98	53
19	15	824
47	20	584
26	52	77
48	96	631
93	14	737
5	50	989
31	15	732
40	18	434
34	15	633
70	96	729
63	40	896
2	95	710
87	78	384
62	49	241
16	45	65
5	27	649
43	99	320
2	19	928
23	84	830
56	5	345
92	66	788
2	5	274
65	54	586
27	77	148
86	0	150
6	36	143
4	78	837
77	22	939
6	9	549
15	7	605
70	17	987
9	98	407
48	70	362
89	45	423
11	71	58
73	8	814
74	97	254
85	69	357
35	59	96
13	32	562
4	32	53
89	85	452
62	29	826
66	81	669
24	33	719
78	61	470
58	20	506
87	92	537
51	46	874
14	92	840
11	77	494
83	40	462
67	78	544
9	18	824
99	65	194
11	44	983
89	46	614
4	34	964
79	88	6
74	44	606
23	96	857
67	9	677
8	26	220
81	63	46
57	54	578
9	31	110
0	94	470
61	31	560
56	16	554
97	92	552
85	9	420
84	19	36
89	76	846
39	89	787
10	48	75
33	80	719
57	26	285
44	95	515
57	4	876
26	26	637
41	4	533
7	45	558
67	40	287
10	57	749
43	4	641
5	57	874
52	86	406
17	73	334
2	31	373
25	96	79
97	23	115
45	7	79
91	2	388
66	11	709
24	40	550
70	62	329
67	41	158
73	4	169
98	59	58
39	19	129
76	26	252
42	58	822
42	63	125
27	96	133
29	22	952
38	75	611
51	66	480
50	21	163
39	80	150
16	16	563
8	50	643
37	23	893
26	61	467
38	8	536
38	67	291
81	80	940
60	96	852
15	46	339
37	95	68
83	48	925
0	34	803
74	88	811
23	90	904
76	40	660
7	32	544
42	30	487
91	60	287
40	34	276
46	3	144
52	6	230
51	79	830
61	66	865
73	44	12
96	89	983
47	96	372
74	74	442
16	75	820
31	38	299
78	24	524
58	31	407
3	7	578
85	10	747
66	37	359
63	34	788
72	96	933
93	81	597
90	88	49
24	33	337
59	49	918
80	18	961
86	48	183
25	6	482
21	52	754
28	82	973
10	14	689
59	68	329
64	76	208
64	5	623
64	37	472
37	26	479
50	23	718
56	73	140
67	85	383
85	35	343
52	4	996
41	91	862
42	85	819
55	78	625
75	88	221
68	61	246
86	32	762
4	74	403
0	89	653
28	98	596
32	29	361
0	15	261
91	91	694
50	34	822
58	54	933
70	26	497
47	59	575
17	93	2
86	72	910
88	15	28
19	23	661
47	3	535
83	25	592
83	88	3
81	86	29
57	87	752
53	11	645
51	20	814
5	47	422
57	95	326
27	7	75
58	1	522
67	63	994
58	82	800
35	38	446
25	90	695
93	99	367
18	67	890
15	87	793
34	90	658
38	39	846
84	93	354
13	99	406
66	81	677
41	79	908
82	98	389
33	81	240
30	54	866
87	13	131
59	70	875
14	79	352
80	68	227
95	29	178
70	96	567
83	96	325
42	31	688
90	28	914
20	14	40
37	2	308
76	96	696
98	48	607
57	66	456
76	9	590
82	48	283
65	52	672
71	83	35
37	47	293
75	32	105
44	59	845
12	20	52
60	93	816
70	34	448
14	43	452
80	48	391
12	64	107
75	97	375
2	86	5
47	28	488
44	36	238
77	96	434
0	15	250
17	63	131
94	61	263
13	0	696
41	23	268
11	45	175
13	15	344
16	16	656
41	62	221
62	97	111
19	92	473
6	62	703
5	1	455
90	99	905
97	42	16
40	24	276
79	66	518
37	48	409
97	5	874
94	72	965
74	41	606
73	11	517
94	18	639
80	50	340
20	50	804
35	61	564
81	25	854
73	2	165
92	51	704
68	54	365
16	81	766
10	7	185
93	79	148
0	68	38
50	7	232
86	61	29
32	29	724
81	70	240
41	53	271
37	98	962
55	8	492
95	33	883
59	32	744
88	81	116
70	50	945
82	43	618
94	30	774
78	35	899
23	24	475
64	48	793
18	22	974
60	6	441
50	25	249
47	78	990
23	56	861
36	72	372
35	22	842
25	80	429
18	46	907
68	75	649
87	23	693
97	68	772
89	71	331
38	39	903
61	23	525
14	19	191
30	65	165
1	8	147
4	17	570
40	83	557
30	9	689
74	21	438
93	33	644
40	43	2
76	22	529
91	85	456
88	23	31
32	25	938
86	50	55
97	76	197
26	10	250
53	30	994
8	26	14
10	92	516
98	43	698
91	60	672
96	33	926
12	44	189
26	41	402
86	21	447
30	60	992
31	48	40
14	27	8
71	22	662
10	7	189
69	27	971
78	26	333
64	90	392
45	77	296
66	40	781
55	16	127
97	57	237
36	75	610
14	54	303
17	6	198
41	53	936
96	51	603
72	65	771
90	4	694
16	47	287
3	56	518
9	52	952
14	67	633
94	2	900
45	35	734
35	38	559
43	43	167
23	51	824
32	29	397
74	12	306
82	54	175
24	63	315
83	32	674
38	43	683
92	81	631
50	82	320
48	6	563
0	11	751
98	1	396
80	20	574
74	12	233
7	80	429
21	74	19
25	71	167
73	35	357
87	60	93
83	38	81
94	5	64
14	72	827
55	33	648
26	52	613
41	70	483
79	51	169
3	18	689
4	41	362
78	93	68
34	63	119
74	71	886
10	74	576
77	8	711
92	69	377
70	44	335
31	3	70
4	95	264
54	59	787
5	32	132
56	73	195
56	49	657
97	42	679
36	94	643
49	45	102
60	84	63
79	48	983
46	0	335
39	69	178
71	61	76
38	68	459
41	88	358
29	33	734
22	38	765
51	95	517
66	50	345
27	35	29
45	32	28
49	56	651
92	18	597
1	0	995
48	37	680
29	47	399
60	19	563
35	81	37
55	80	563
27	54	880
10	2	286
12	88	980
77	11	728
71	14	823
99	57	364
79	21	302
24	15	697
19	80	438
66	65	456
52	53	588
72	79	462
73	91	785
72	75	320
98	11	934
88	23	76
24	39	252
26	53	372
68	38	659
76	64	745
31	71	593
44	49	440
54	63	705
41	86	906
68	26	365
73	42	275
52	84	186
16	54	921
19	16	649
75	63	476
93	15	433
38	49	350
94	47	158
26	21	228
22	35	620
48	32	660
0	36	795
41	87	573
50	90	332
45	78	358
10	63	180
92	24	702
83	10	65
80	44	500
72	7	925
80	54	188
29	56	929
40	80	522
35	0	577
37	55	191
35	51	18
39	45	810
63	7	857
91	83	210
52	34	651
14	19	906
54	60	992
17	97	745
92	97	522
77	90	571
51	73	10
26	86	339
84	81	844
66	32	543
59	23	423
24	60	726
37	30	363
63	66	783
50	64	934
30	79	384
5	34	268
19	74	82
11	8	788
53	2	848
76	6	312
99	78	800
22	74	329
15	53	818
44	40	944
44	46	338
26	8	244
26	2	581
92	45	267
90	62	332
23	52	973
45	58	497
5	6	319
44	55	84
8	10	42
94	42	462
38	7	192
75	17	696
57	97	816
23	83	839
47	50	728
48	26	131
83	1	299
17	68	526
9	86	67
93	97	611
2	60	339
52	75	382
78	89	657
39	84	914
36	14	476
62	51	293
88	1	919
72	44	148
6	76	774
75	97	976
7	76	792
30	2	654
47	80	644
62	81	526
43	61	262
80	57	991
29	32	767
48	84	751
2	64	410
78	98	881
63	3	711
68	67	923
8	51	160
60	42	634
24	3	942
51	58	453
59	69	619
96	89	308
51	84	822
4	48	351
6	31	100
96	16	118
18	66	723
39	78	736
2	44	553
44	11	498
95	35	912
13	60	687
36	24	476
70	82	468
62	89	105
50	51	148
4	63	276
45	9	563
98	1	621
97	46	761
36	42	659
98	36	626
15	12	706
95	42	733
23	36	45
63	77	453
56	28	84
44	77	767
13	81	234
28	64	955
25	88	24
40	30	490
31	71	633
71	93	54
34	96	818
75	89	879
82	34	745
83	78	730
7	84	592
31	5	128
71	89	23
9	9	958
19	35	612
51	80	667
16	34	971
50	39	569
46	12	833
78	86	270
56	74	338
93	95	613
76	57	9
83	1	681
38	5	331
36	77	46
32	27	571
68	82	241
51	0	309
73	78	232
34	18	626
42	72	66
66	13	345
74	35	198
94	77	48
13	28	405
20	77	889
4	86	868
26	59	36
4	72	412
32	59	539
86	13	819
62	1	106
44	45	743
15	11	646
47	54	858
72	53	781
38	49	224
68	97	220
48	73	390
54	79	730
17	51	142
9	29	28
84	70	87
90	27	560
85	39	727
14	2	685
57	52	185
99	65	460
5	76	216
40	75	284
23	21	704
18	10	761
65	41	541
78	43	288
76	4	218
28	73	250
99	65	167
11	70	811
10	63	250
72	53	993
11	7	371
45	8	995
54	73	815
39	29	851
81	83	480
44	34	696
95	54	659
0	21	708
32	63	180
59	33	428
29	79	539
40	36	157
80	97	150
22	25	241
94	31	532
63	0	96
84	71	984
25	89	479
57	31	599
89	1	894
5	98	985
40	56	183
36	48	958
61	6	886
30	9	941
65	68	471
62	64	70
79	58	851
75	79	510
5	47	499
90	22	639
51	56	331
66	26	945
21	40	914
83	85	51
58	62	158
31	1	942
66	17	730
28	12	698
43	47	945
99	32	802
4	53	19
8	26	263
14	93	221
27	20	918
99	98	647
92	34	311
58	55	967
97	73	148
3	39	497
73	51	576
27	90	336
18	91	144
91	27	906
37	79	287
19	83	621
69	68	40
91	50	195
22	15	503
71	35	789
72	76	777
84	92	684
63	21	725
3	81	404
24	12	875
30	53	980
48	57	614
74	89	933
98	50	634
7	38	649
84	57	557
11	82	737
96	71	635
25	93	872
58	37	978
33	73	388
38	29	987
54	37	206
37	94	56
5	38	183
49	42	816
41	50	297
88	99	263
69	52	430
5	74	233
86	94	450
16	67	220
93	26	319
55	94	376
29	92	3
21	50	666
96	82	555
2	19	460
23	48	907
12	7	694
77	27	212
13	65	119
19	85	266
67	83	475
51	45	107
71	57	454
73	64	118
32	82	531
79	94	723
16	45	708
60	40	406
45	15	582
20	60	291
80	75	298
39	96	104
94	31	142
36	39	104
38	89	759
33	40	993
10	26	443
37	13	399
39	67	100
97	11	217
7	65	924
96	71	733
51	20	300
31	78	72
89	47	64
68	56	947
92	62	999
89	33	710
89	84	467
6	35	825
26	22	745
45	27	578
35	60	445
9	69	467
26	57	108
69	70	939
40	9	274
32	37	101
90	16	560
19	71	659
18	69	419
10	49	336
4	28	214
11	70	892
55	59	730
5	41	145
97	16	573
46	59	817
28	73	703
98	42	271
64	95	812
60	10	661
66	16	135
87	46	628
3	94	431
35	15	996
94	61	878
83	92	188
72	28	42
13	43	250
52	52	358
29	97	230
94	80	873
56	65	17
85	55	854
25	47	368
52	6	95
82	68	674
31	64	522
36	96	541
51	9	691
65	21	939
46	17	853
81	76	32
42	54	468
77	53	39
39	37	518
8	87	287
58	82	288
69	67	408
52	48	625
41	42	696
80	81	877
60	71	916
21	65	695
96	71	693
5	47	712
81	57	445
96	28	583
30	71	392
55	45	837
75	86	268
53	25	400
13	0	718
14	71	781
24	35	707
97	15	627
16	79	589
59	65	152
31	58	53
72	22	910
69	11	887
4	87	194
88	64	181
91	97	199
38	64	186
47	30	420
97	3	736
2	93	762
36	30	528
97	24	228
4	10	88
47	33	352
5	26	901
52	15	14
49	51	635
85	36	519
0	63	922
68	36	529
43	78	293
30	5	10
94	62	392
99	65	222
12	39	597
38	64	111
44	42	771
68	42	223
83	54	652
26	23	309
84	9	63
87	98	673
89	87	650
24	32	79
87	24	343
10	57	908
13	36	171
8	45	367
67	94	547
3	12	731
18	6	384
4	44	50
81	34	384
51	56	484
17	4	220
60	7	551
99	26	134
51	4	525
55	38	988
86	49	215
43	62	746
18	81	553
58	43	457
10	7	69
16	4	501
76	88	498
3	48	706
28	84	468
74	78	5
33	78	605
85	41	630
31	34	662
2	13	850
15	29	410
19	12	768
88	3	710
77	1	910
35	33	661
60	84	946
45	7	952
73	84	643
98	5	612
98	59	547
49	37	905
81	2	145
19	59	377
45	37	104
7	95	869
63	26	691
21	13	163
5	19	312
95	31	867
85	78	697
78	31	488
56	50	759
10	78	32
54	15	468
80	61	776
94	43	353
88	8	521
87	47	962
60	32	188
31	57	745
33	26	929
80	73	724
74	85	801
7	39	194
63	4	72
33	12	163
60	30	182
71	40	188
55	75	782
57	8	989
2	96	67
67	12	301
93	77	48
41	69	158
13	94	544
79	91	985
74	41	252
62	85	497
5	70	879
3	36	47
61	57	593
46	20	582
93	98	209
51	38	797
85	75	918
62	51	596
66	68	624
24	8	431
43	19	618
51	1	5
54	16	545
71	40	541
47	29	717
44	58	125
15	67	655
45	75	58
6	60	316
68	7	793
22	58	959
66	36	161
83	74	311
36	31	929
28	56	438
33	46	108
87	6	5
22	97	738
40	16	642
37	82	530
73	63	727
41	72	566
58	89	612
47	88	329
12	66	179
59	88	726
29	90	836
70	73	280
12	83	891
18	86	303
62	36	236
65	91	441
77	27	959
25	29	980
54	26	40
30	23	764
85	39	893
92	89	976
32	27	618
74	73	961
11	99	390
66	68	459
66	13	766
7	4	101
75	61	693
78	24	383
74	62	228
56	42	492
44	24	67
29	62	416
80	1	360
35	83	578
70	8	188
64	80	626
96	37	467
22	19	808
60	56	956
97	5	334
28	21	729
63	38	23
67	90	962
22	17	945
97	17	339
59	52	271
0	39	223
51	42	714
46	8	830
60	49	189
11	12	864
98	91	501
72	18	626
51	82	933
30	89	667
60	86	60
69	84	690
76	0	343
13	73	622
97	74	829
74	6	409
4	21	498
1	84	703
3	65	624
3	83	348
61	83	917
35	57	769
27	0	294
42	45	567
19	49	452
1	43	807
51	8	653
84	68	780
40	34	587
2	71	934
21	26	811
23	2	188
97	53	135
44	38	456
34	14	148
52	31	556
73	39	896
84	35	653
63	80	230
33	58	828
36	37	262
78	50	712
54	97	450
27	35	997
82	6	991
49	30	666
74	30	635
29	46	909
45	92	168
77	42	35
89	32	822
